"id","doc","unitSeq","Speaker","TurnSeq","IUSeq","Utterance","docTokenSeqFirst","docTokenSeqLast"
"13C4BF8C5AFF0","NCCU-TM025-CN-FM_Ryan",438,"M:","221","411","(...) <L3 hiou L3> .",2645,2649
"218E8C0C2EA89","NCCU-TM025-CN-FM_Ryan",439,"F:","222","412","(.) 回 宜蘭 .",2650,2653
"238EF5457F49B","NCCU-TM025-CN-FM_Ryan",440,"F:","222","413","(...) 她 不 知道 會 不 會 去 看 .",2654,2663
"35949A45B03DF","NCCU-TM025-CN-FM_Ryan",441,"F:","222","414","(...) Mi寶 .",2664,2666
"45262509CC15","NCCU-TM025-CN-FM_Ryan",442,"M:","223","415","(.) 應該 會 吧 .",2667,2671
"2201D66F5A4AF","NCCU-TM025-CN-FM_Ryan",443,"F:","224","416","(.) 搞 不 好 .",2672,2676
"18D66D74ABAC2","NCCU-TM025-CN-FM_Ryan",444,"M:","225","417","(.) ei 啊 君 要 搬離 新竹 喔 .",2677,2685
"E83C72CDC89D","NCCU-TM025-CN-FM_Ryan",445,"F:","226","418","(...) 對 啊 .",2686,2689
"C141F5F0C3C6","NCCU-TM025-CN-FM_Ryan",446,"F:","226","419","(...) 要不然 <L3 le L3> .",2690,2695
"25B8BFE60883C","NCCU-TM025-CN-FM_Ryan",447,"M:","227","420","(...) 就 暑假 .",2696,2699
"17C2B7CEAD094","NCCU-TM025-CN-FM_Ryan",448,"M:","227","421","(...) 放 暑假 就要 [搬離 新竹 了 喔] .",2700,2708
"25BAFCB292545","NCCU-TM025-CN-FM_Ryan",449,"F:","228","422","[mhm] .",2709,2710
"794572757220","NCCU-TM025-CN-FM_Ryan",450,"F:","228","423","(...) 哇= .",2711,2713
"C3195D74EA5","NCCU-TM025-CN-FM_Ryan",451,"F:","228","423","如果 要 在 哪邊 租 房子 很 貴 耶 .",2714,2723
"12AF44FE5AF4B","NCCU-TM025-CN-FM_Ryan",452,"M:","229","424","(...) 沒有 啦 .",2724,2727
"179A3B41D993B","NCCU-TM025-CN-FM_Ryan",453,"M:","229","425","(...) 一 年級 應該 都 有 宿舍 可以 住 .",2728,2737
"2E7B2E0BB493","NCCU-TM025-CN-FM_Ryan",454,"F:","230","426","(.) 不 一定 吧 .",2738,2742
"337C832AA3DDC","NCCU-TM025-CN-FM_Ryan",455,"F:","230","427","(.) 也 [2都 會 有2] .",2743,2748
"2BEC71A4BF2F","NCCU-TM025-CN-FM_Ryan",456,"M:","231","428","[2幾乎 都 會 有2] .",2749,2753
"1A81DA4FF3E21","NCCU-TM025-CN-FM_Ryan",457,"F:","232","429","(.) 是 喔 .",2754,2757
"1949858FE7CDB","NCCU-TM025-CN-FM_Ryan",458,"M:","233","430","(.) mhm .",2758,2760
"C8E88EBC70BB","NCCU-TM025-CN-FM_Ryan",459,"M:","233","431","(...) 大部分 .",2761,2763
"1437871650824","NCCU-TM025-CN-FM_Ryan",460,"M:","233","432","(...) 也 讀 兩年 而已 啊 .",2764,2770
"3292E839078A2","NCCU-TM025-CN-FM_Ryan",461,"F:","234","433","(...) 也 還好 .",2771,2774
"5174D779E823","NCCU-TM025-CN-FM_Ryan",462,"F:","234","434","(.) 不過 那 個 路段 .",2775,2780
"7B923FC23D36","NCCU-TM025-CN-FM_Ryan",463,"F:","234","435","(.) 那 個 地段 真的 很 貴= .",2781,2788
"278ED5B8B7DDF","NCCU-TM025-CN-FM_Ryan",464,"F:","234","436","(...) 可是 其實 ,",2789,2792
"18C7AC2111976","NCCU-TM025-CN-FM_Ryan",465,"F:","234","437","(...) 他 是 在 臥龍街 附近 不是 嗎 .",2793,2801
"13ACC26E819D1","NCCU-TM025-CN-FM_Ryan",466,"M:","235","438","(...) 對 啊 .",2802,2805
"30F103F2FB633","NCCU-TM025-CN-FM_Ryan",467,"F:","236","439","(...) 搞不好 往 那 個 ,",2806,2811
"9C2A6C167E81","NCCU-TM025-CN-FM_Ryan",468,"M:","237","440","(...) [六張犁] .",2812,2814
"17414BACCDED0","NCCU-TM025-CN-FM_Ryan",469,"F:","238","441","[後面 (往 六張犁)] ,",2815,2818
"12F83C67C82AE","NCCU-TM025-CN-FM_Ryan",470,"F:","238","442","(.) 對 .",2819,2821
"198635D6A171","NCCU-TM025-CN-FM_Ryan",471,"F:","238","443","(...) 往 [2六張犁2] 那邊 找 比較 不 會 那麼 貴 .",2822,2832
"BB3A77BDF67","NCCU-TM025-CN-FM_Ryan",472,"M:","239","444","[2比較 不 會 那麼 貴2] .",2833,2838
"34D2AB702AD63","NCCU-TM025-CN-FM_Ryan",473,"F:","240","445","(...) 之前 一直 有 想 說 要 住在 那邊 ,",2839,2848
"108B6CD5ED721","NCCU-TM025-CN-FM_Ryan",474,"F:","240","445","後來 沒住 在 那邊 .",2849,2853
"38D06758CECA3","NCCU-TM025-CN-FM_Ryan",475,"M:","241","446","有 啦 .",2854,2856
"326955BFEE353","NCCU-TM025-CN-FM_Ryan",476,"M:","241","447","(.) 很多 人 可以 住 一 年 宿舍 就 差 很多 了 .",2857,2869
"299A9AF8ED745","NCCU-TM025-CN-FM_Ryan",477,"F:","242","448","(...) 對 啊 .",2870,2873
"1A4112C10EA9F","NCCU-TM025-CN-FM_Ryan",478,"F:","242","449","(...) 不過 國立 的 應該 ,",2874,2879
"29821F6C15E3A","NCCU-TM025-CN-FM_Ryan",479,"F:","242","450","(...) 學費 不 會 [那麼 貴] .",2880,2886
"1CE296371A5AE","NCCU-TM025-CN-FM_Ryan",480,"M:","243","451","[mhm] .",2887,2888
"3157A9D8C6FF7","NCCU-TM025-CN-FM_Ryan",481,"F:","244","452","(...) 到 時候 那 個 小氣鬼 一定 會 叫 我們 去 zu- --",2889,2901
"1574D10CFE6F8","NCCU-TM025-CN-FM_Ryan",482,"F:","244","452","去 看 她 的 五萬 塊 的 窗簾 布料 ,",2902,2911
"1983721B1515B","NCCU-TM025-CN-FM_Ryan",483,"F:","244","453","(...) 進口 .",2912,2914
"FDD6C5D70959","NCCU-TM025-CN-FM_Ryan",484,"F:","244","454","(...) 進口 的 [@=] .",2915,2919
"92413EB7339F","NCCU-TM025-CN-FM_Ryan",485,"M:","245","455","[那 你 去 就 好 了] .",2920,2926
"30B30B37F8B75","NCCU-TM025-CN-FM_Ryan",486,"F:","246","456","(...)",2927,2927
"D55573009072","NCCU-TM025-CN-FM_Ryan",487,"F:","246","457","(...) 你 幹嘛 這樣 .",2928,2932
"16FA5BDF10CBD","NCCU-TM025-CN-FM_Ryan",488,"F:","246","458","(...) 她 之前 也 對 我們 也 還 不錯 .",2933,2942
"21BD0BD507EF1","NCCU-TM025-CN-FM_Ryan",489,"F:","246","459","(.) 都 請 我們 去 吃 飯 什麼 的 .",2943,2952
"F2ED7D543C0A","NCCU-TM025-CN-FM_Ryan",490,"M:","247","460","(...) 我們 也 有 請 她 啊 ,",2953,2960
"2295FF95D0233","NCCU-TM025-CN-FM_Ryan",491,"M:","247","461","(.) 互相 啊 .",2961,2964
"3A2C9CA67A50","NCCU-TM025-CN-FM_Ryan",492,"F:","248","462","(.) 我們 有 請 她 [嗎 ,",2965,2971
"E679A1D52FB2","NCCU-TM025-CN-FM_Ryan",493,"F:","248","463","(.) 什麼 時候] .",2972,2975
"24F91D2940D68","NCCU-TM025-CN-FM_Ryan",494,"M:","249","464","[有 好 不 好] .",2976,2980
"197525DF7D011","NCCU-TM025-CN-FM_Ryan",495,"M:","249","465","(...) 有 吧 .",2981,2984
"1D5AE061042E7","NCCU-TM025-CN-FM_Ryan",496,"F:","250","466","(.) 沒有= .",2985,2987
"2188DD64482AF","NCCU-TM025-CN-FM_Ryan",497,"F:","250","466","都 各 付 各 的 吧 .",2988,2994
"2F9EF2D905DBC","NCCU-TM025-CN-FM_Ryan",498,"F:","250","467","(...) 我們 有 請 她 嗎 ,",2995,3001
"15137F5250914","NCCU-TM025-CN-FM_Ryan",499,"F:","250","468","(...) 我 記得 是 沒有 .",3002,3007
"228D9A1A5814F","NCCU-TM025-CN-FM_Ryan",500,"M:","251","469","(...) 沒有 嗎 .",3008,3011
"23E30E51D14E7","NCCU-TM025-CN-FM_Ryan",501,"M:","251","470","(...) 有 吧 .",3012,3015
"60C9D981D260","NCCU-TM025-CN-FM_Ryan",502,"F:","252","471","(...) 沒有 .",3016,3018
"10270CE7BEE82","NCCU-TM025-CN-FM_Ryan",503,"M:","253","472","(...) 真的 沒有 嗎 .",3019,3023
"378316DF4676F","NCCU-TM025-CN-FM_Ryan",504,"F:","254","473","(.) 好像 沒有 .",3024,3027
"217EE227B7D95","NCCU-TM025-CN-FM_Ryan",505,"M:","255","474","(...) 我 怎麼 記得 有 .",3028,3033
"31B6543A660A2","NCCU-TM025-CN-FM_Ryan",506,"M:","255","475","(...) 不過 這 個 人 ,",3034,3039
"16CC7FFDC50A9","NCCU-TM025-CN-FM_Ryan",507,"M:","255","476","(...) 負面 的 能量 太 多 了 .",3040,3047
"22AEF63359F06","NCCU-TM025-CN-FM_Ryan",508,"M:","255","477","(.) 不 喜歡 .",3048,3051
"143E84176780","NCCU-TM025-CN-FM_Ryan",509,"F:","256","478","(...) 對 啊 .",3052,3055
"E45F4C471D00","NCCU-TM025-CN-FM_Ryan",510,"F:","256","479","(.) 就是 ,",3056,3058
"16B27416C8691","NCCU-TM025-CN-FM_Ryan",511,"F:","256","480","(.) 凡事 都 往 負面 的 想 .",3059,3066
"E7408FDB74A7","NCCU-TM025-CN-FM_Ryan",512,"M:","257","481","(.) 自己 負面 就 算了 ,",3067,3072
"32DFDAB47EEBD","NCCU-TM025-CN-FM_Ryan",513,"M:","257","481","還會 給 人 <# 塞# > ## .",3073,3080
"37D75589BFFA2","NCCU-TM025-CN-FM_Ryan",514,"F:","258","482","(...) 對 啊 .",3081,3084
"378F8E6F78B43","NCCU-TM025-CN-FM_Ryan",515,"F:","258","483","(...) 也 不 好 .",3085,3089
"29A9550FD63BD","NCCU-TM025-CN-FM_Ryan",516,"F:","258","484","(...) TSK .",3090,3092
"6FC05E07E2BF","NCCU-TM025-CN-FM_Ryan",517,"F:","258","485","(...) 也 不 好 .",3093,3097
"D4CA9F258765","NCCU-TM025-CN-FM_Ryan",518,"F:","258","486","(...) mhm= .",3098,3100
"15DB7C12E3422","NCCU-TM025-CN-FM_Ryan",519,"M:","259","487","(...) mhm= .",3101,3103
"37EF0F3AE438E","NCCU-TM025-CN-FM_Ryan",520,"F:","260","488","(...) 接下來 都 沒有 什麼 連假 可以 放 .",3104,3112
"338CBCE53FE9E","NCCU-TM025-CN-FM_Ryan",521,"M:","261","489","(.) 沒 啦 ,",3113,3116
"194415A15E599","NCCU-TM025-CN-FM_Ryan",522,"M:","261","489","都 放 完 啦 .",3117,3121
"185835A537E5A","NCCU-TM025-CN-FM_Ryan",523,"F:","262","490","(.) hunh= ,",3122,3124
"2C699EF65EB28","NCCU-TM025-CN-FM_Ryan",524,"F:","262","490","有 啦 明年 元旦 是 不是 四 天 連假 .",3125,3134
"262971D086445","NCCU-TM025-CN-FM_Ryan",525,"M:","263","491","(.) 我 不 知道 耶 .",3135,3140
"29696DE24384B","NCCU-TM025-CN-FM_Ryan",526,"F:","264","492","(.) 好像 是 ,",3141,3144
"22E1A24C1558E","NCCU-TM025-CN-FM_Ryan",527,"F:","264","493","(...) <# 六 排 [四] #> .",3145,3151
"2E6BCE62198C","NCCU-TM025-CN-FM_Ryan",528,"M:","265","494","[還 等 很 久] .",3152,3156
"1E3941BD15D46","NCCU-TM025-CN-FM_Ryan",529,"M:","265","495","(.) 現在 [2才 @2] > ,",3157,3162
"224C1CEAAAD3D","NCCU-TM025-CN-FM_Ryan",530,"F:","266","496","[2@2]",3163,3163
"1D5BBC8442043","NCCU-TM025-CN-FM_Ryan",531,"M:","267","497","(.) 四 --",3164,3166
"A5B4FA7482C4","NCCU-TM025-CN-FM_Ryan",532,"M:","267","498","(.) 今天 才 四月 幾號 .",3167,3172
"25ACDCA46B557","NCCU-TM025-CN-FM_Ryan",533,"F:","268","499","(.) 好 我 知道 .",3173,3177
"BC2CBFC961CE","NCCU-TM025-CN-FM_Ryan",534,"M:","269","500","(.) 對 啊 .",3178,3181
"30B673DA0C3D","NCCU-TM025-CN-FM_Ryan",535,"F:","270","501","(.) 元旦 還 有 半年 多 <L3 lei L3> .",3182,3191
"388C42294B9A0","NCCU-TM025-CN-FM_Ryan",536,"M:","271","502","(.) 你 看 接下來 就 --",3192,3197
"20311F42BBA24","NCCU-TM025-CN-FM_Ryan",537,"M:","271","503","(.) 今年 的 連假 都 集中 在 一二月 .",3198,3206
"384C54A2D6E6A","NCCU-TM025-CN-FM_Ryan",538,"F:","272","504","(.) mhm .",3207,3209
"3440F13F1F7F","NCCU-TM025-CN-FM_Ryan",539,"M:","273","505","(.) 所以 覺得 k - --",3210,3215
"343D23F5285E7","NCCU-TM025-CN-FM_Ryan",540,"M:","273","506","(.) 很 快 都 放 光光 .",3216,3222
"2C2C5ADA98DDA","NCCU-TM025-CN-FM_Ryan",541,"F:","274","507","(.) 春假 .",3223,3225
"29EC01A288854","NCCU-TM025-CN-FM_Ryan",542,"F:","274","508","(.) 還 有 二二八 .",3226,3230
"CDABC5C66D60","NCCU-TM025-CN-FM_Ryan",543,"M:","275","509","(...) mhm .",3231,3233
"1888B1BE3BE7A","NCCU-TM025-CN-FM_Ryan",544,"F:","276","510","(...) 對耶 .",3234,3236
"1AB12C93C6F80","NCCU-TM025-CN-FM_Ryan",545,"F:","276","510","今年 的 那 個 <0> ,",3237,3242
"11FE3399EB801","NCCU-TM025-CN-FM_Ryan",546,"F:","276","511","(...) 國慶日 是 不是 也 沒 放 .",3243,3250
"377BF7401DB59","NCCU-TM025-CN-FM_Ryan",547,"F:","276","512","(...) 好像 是 六 還 日 對 不 對 .",3251,3260
"2DD36B3341D6B","NCCU-TM025-CN-FM_Ryan",548,"M:","277","513","(...) 我 不 知道 耶 .",3261,3266
"1E783FBFC39A","NCCU-TM025-CN-FM_Ryan",549,"F:","278","514","(...) 好像 是 .",3267,3270
"80333D0B5923","NCCU-TM025-CN-FM_Ryan",550,"F:","278","515","(...) 天啊 ,",3271,3273
"1A20BDB42BC1E","NCCU-TM025-CN-FM_Ryan",551,"F:","278","516","(.) 當 上班族 好 可憐 .",3274,3279
"A1CA657750D5","NCCU-TM025-CN-FM_Ryan",552,"F:","278","517","(.) 就是 在 那邊 ,",3280,3284
"1B8BF35884B55","NCCU-TM025-CN-FM_Ryan",553,"M:","279","518","(.) 要 斤斤 計較 .",3285,3289
"2DBF0C608809F","NCCU-TM025-CN-FM_Ryan",554,"F:","280","519","(.) 對 在 那邊 算 連假 ,",3290,3296
"28098C17B6101","NCCU-TM025-CN-FM_Ryan",555,"F:","280","519","然 後 ,",3297,3299
"17AB553BA6095","NCCU-TM025-CN-FM_Ryan",556,"M:","281","520","(.) 對 [啊] .",3300,3303
"1263BFA8C785D","NCCU-TM025-CN-FM_Ryan",557,"F:","282","521","[在] 那邊 算 m 下 一 個 是 什麼 時候 .",3304,3314
"1608E4E748828","NCCU-TM025-CN-FM_Ryan",558,"M:","283","522","(.) 對 啊 .",3315,3318
"33E16EC473B96","NCCU-TM025-CN-FM_Ryan",559,"M:","283","523","(.) 然後 等下 放[2假2] .",3319,3323
"1109BEC04CFC9","NCCU-TM025-CN-FM_Ryan",560,"F:","284","524","[2可是2] 我們 已經 很 好 了 .",3324,3330
"1511713CE0087","NCCU-TM025-CN-FM_Ryan",561,"F:","284","525","(.) 有的 是 沒 什麼 假 可以 那 個 的 .",3331,3341
"2500E24077A55","NCCU-TM025-CN-FM_Ryan",562,"M:","285","526","(...) mhm .",3342,3344
"2489F6B71A235","NCCU-TM025-CN-FM_Ryan",563,"F:","286","527","(...) 對 啊 .",3345,3348
"67F2028FD854","NCCU-TM025-CN-FM_Ryan",564,"F:","286","528","(...) 不錯 了 啦 .",3349,3353
"20248F51CAC03","NCCU-TM025-CN-FM_Ryan",565,"M:","287","529","(...) mhm .",3354,3356
"3825536BA8C54","NCCU-TM025-CN-FM_Ryan",566,"F:","288","530","(...) 怎麼 會 有 可樂 .",3357,3362
"23F5AB4AD617C","NCCU-TM025-CN-FM_Ryan",567,"F:","288","531","(...) 剛 就 本來 就 有 了 嗎 .",3363,3371
"2F146C3A07675","NCCU-TM025-CN-FM_Ryan",568,"M:","289","532","(...) 對 耶 .",3372,3375
"23DC8F2BE158","NCCU-TM025-CN-FM_Ryan",569,"M:","289","533","(.) 不 知道 是 什麼 時候 跑出來 .",3376,3383
"F90342BC0168","NCCU-TM025-CN-FM_Ryan",570,"F:","290","534","(...) mhm .",3384,3386
"5096BA47F0BD","NCCU-TM025-CN-FM_Ryan",571,"F:","290","535","(...) mhm .",3387,3389
"3245E4C6CE12","NCCU-TM025-CN-FM_Ryan",572,"F:","290","536","(...) 最近 電視 都 沒 什麼 好 看 的 .",3390,3399
"1E9FE169259A0","NCCU-TM025-CN-FM_Ryan",573,"F:","290","537","(.) 啊 那 個 什麼 雙面膠 不 知道 演 到 哪 裡 .",3400,3412
"28AD97E2ABE46","NCCU-TM025-CN-FM_Ryan",574,"M:","291","538","(...) 可 那 都 知道 結局 了 .",3413,3420
"E6055072C5BC","NCCU-TM025-CN-FM_Ryan",575,"F:","292","539","(...) 是 啊 .",3421,3424
"12E8D392E19E3","NCCU-TM025-CN-FM_Ryan",576,"M:","292","540","(...) mhm .",3425,3427
"107F37D4D6F5E","NCCU-TM025-CN-FM_Ryan",577,"F:","292","541","(...) 悲劇 收場 .",3428,3431
"155CDD7248286","NCCU-TM025-CN-FM_Ryan",578,"M:","293","542","(...) mhm .",3432,3434
"2F29688E33EEA","NCCU-TM025-CN-FM_Ryan",579,"F:","294","543","(.) 不過 我 覺得 它 好 寫實 .",3435,3442
"2D8A2CC0B48AB","NCCU-TM025-CN-FM_Ryan",580,"M:","295","544","(...) mhm .",3443,3445
"F97483E2E78A","NCCU-TM025-CN-FM_Ryan",581,"F:","296","545","(.) 就是 很 ,",3446,3449
"3440358ABD0C0","NCCU-TM025-CN-FM_Ryan",582,"F:","296","546","(...) 演 得 很 那 個 ,",3450,3456
"1A48E3F61BF2F","NCCU-TM025-CN-FM_Ryan",583,"F:","296","547","(.) 很 真實 .",3457,3460
"2D0E9B8D11E07","NCCU-TM025-CN-FM_Ryan",584,"M:","297","548","(...) mhm .",3461,3463
"32DE4BE66F7FD","NCCU-TM025-CN-FM_Ryan",585,"M:","297","549","(...) 真實 帶著 有 一 點 誇張 .",3464,3471
"14CC7E1E48CE0","NCCU-TM025-CN-FM_Ryan",586,"F:","298","550","(...) 不 會 啊 .",3472,3476
"50D6628C96AF","NCCU-TM025-CN-FM_Ryan",587,"F:","298","551","(...) 會 誇張 [嗎] .",3477,3481
"7EC43BA723DA","NCCU-TM025-CN-FM_Ryan",588,"M:","299","552","[有 啦] 他 有點 誇張 .",3482,3487
"318B4CCBED74F","NCCU-TM025-CN-FM_Ryan",589,"F:","300","553","(.) 我 覺得 還 好 .",3488,3493
"27ECDB8CD9141","NCCU-TM025-CN-FM_Ryan",590,"M:","301","554","(...) 沒有 那些 父母 很 疼 小孩 沒 錯 ,",3494,3503
"3051F258D010E","NCCU-TM025-CN-FM_Ryan",591,"M:","301","555","(...) 可是 不至於 就是 服侍 成 這樣 .",3504,3511
"12C2A9E114584","NCCU-TM025-CN-FM_Ryan",592,"F:","302","556","(...) 不 一定 喔 .",3512,3516
"2FE3E6BE772FF","NCCU-TM025-CN-FM_Ryan",593,"M:","303","557","(...) 真的 嗎 .",3517,3520
"2553A7B0277B4","NCCU-TM025-CN-FM_Ryan",594,"F:","304","558","(.) 對 啊 .",3521,3524
"1AABA9B2CCF14","NCCU-TM025-CN-FM_Ryan",595,"M:","305","559","(.) 我 覺得 ,",3525,3528
"C506258BC51","NCCU-TM025-CN-FM_Ryan",596,"M:","305","560","(...) 太 誇張 了 .",3529,3533
"A847B9DA7561","NCCU-TM025-CN-FM_Ryan",597,"F:","306","561","(...) 連 牙膏 都 幫 你 擠好 .",3534,3541
"26305299A19CF","NCCU-TM025-CN-FM_Ryan",598,"M:","307","562","(...) 對 啊 .",3542,3545
"38F543B68233","NCCU-TM025-CN-FM_Ryan",599,"F:","308","563","(...) @ =[2是 怎樣2] .",3546,3550
"2FC125D67F69","NCCU-TM025-CN-FM_Ryan",600,"M:","309","564","[2太 誇張 了2] .",3551,3554
"1016B03CD94D3","NCCU-TM025-CN-FM_Ryan",601,"F:","310","565","(...) 沒手 是 不是 .",3555,3559
"16E8E53550DF4","NCCU-TM025-CN-FM_Ryan",602,"M:","311","566","(...) uh .",3560,3562
"23573D90A80D6","NCCU-TM025-CN-FM_Ryan",603,"M:","311","567","(.) 洗澡水 什麼 的 .",3563,3567
"122A749B5DA7B","NCCU-TM025-CN-FM_Ryan",604,"M:","311","568","(...) 跟 大爺 一 樣 .",3568,3573
"29443DC3D064","NCCU-TM025-CN-FM_Ryan",605,"F:","312","569","(...) 對 啊 .",3574,3577
"325D1B7229FFC","NCCU-TM025-CN-FM_Ryan",606,"M:","313","570","(...) 唉 .",3578,3580
"8E04C8B340A6","NCCU-TM025-CN-FM_Ryan",607,"F:","314","571","(...) 四月 .",3581,3583
"2A19C931752C1","NCCU-TM025-CN-FM_Ryan",608,"F:","314","572","(...) 三月 又 過 了 .",3584,3589
"2843F900E99AB","NCCU-TM025-CN-FM_Ryan",609,"M:","315","573","(...) mhm .",3590,3592
"21EEDE9F804F6","NCCU-TM025-CN-FM_Ryan",610,"M:","315","574","(...) 每 個 月 最 討厭 也 最 期待 ,",3593,3602
"359F0BE2B22C0","NCCU-TM025-CN-FM_Ryan",611,"M:","315","574","就是 要 寫 月報 的 時候 .",3603,3609
"A796FE906AAA","NCCU-TM025-CN-FM_Ryan",612,"F:","316","575","(...) 喔 月底 .",3610,3613
"384EC74BB62FC","NCCU-TM025-CN-FM_Ryan",613,"F:","316","576","(...) 對 我 發覺 月底 跟 月初 都 特別 忙 .",3614,3624
"114C05B44DC6A","NCCU-TM025-CN-FM_Ryan",614,"M:","317","577","(...) 對 啊 .",3625,3628
"192575B442E90","NCCU-TM025-CN-FM_Ryan",615,"F:","318","578","(.) 中間 會 還 好 .",3629,3634
"B6B01F36E766","NCCU-TM025-CN-FM_Ryan",616,"M:","319","579","(...) 要 寫 月報 就 很 煩 .",3635,3642
"B2FAF2466B60","NCCU-TM025-CN-FM_Ryan",617,"M:","319","580","(.) 要 qi= ## 一起 寫 .",3643,3649
"1DF566C08BEE3","NCCU-TM025-CN-FM_Ryan",618,"M:","319","581","(...) 然後 可是 ,",3650,3653
"3059851B0EFAB","NCCU-TM025-CN-FM_Ryan",619,"M:","319","582","(.) 快要 到 寫 月報 表示 月底 了 .",3654,3662
"1EABE426E676E","NCCU-TM025-CN-FM_Ryan",620,"M:","319","583","(.) 這樣 代表 一 個 月 又 過去 要 下 一 個 月 .",3663,3676
"22F54D64AC928","NCCU-TM025-CN-FM_Ryan",621,"M:","319","584","(...) 就 很 開心 .",3677,3681
"EF2AC0363FAD","NCCU-TM025-CN-FM_Ryan",622,"F:","320","585","(...) 我 覺得 月 --",3682,3686
"2249856D2264","NCCU-TM025-CN-FM_Ryan",623,"F:","320","586","(.) 月 --",3687,3689
"2E0B75F9EE6D0","NCCU-TM025-CN-FM_Ryan",624,"F:","320","586","(.) 真的 月初 跟 月底 真的 最 忙 .",3690,3698
"CAB09A81DE1A","NCCU-TM025-CN-FM_Ryan",625,"M:","321","587","(...) mhm .",3699,3701
"C24AF291B5D7","NCCU-TM025-CN-FM_Ryan",626,"F:","322","588","(...) 月底 一 堆 事 有 的 沒 的 .",3702,3711
"1D02B530DFBC9","NCCU-TM025-CN-FM_Ryan",627,"F:","322","589","(.) 唉 .",3712,3714
"1947F4AC705","NCCU-TM025-CN-FM_Ryan",628,"M:","323","590","(.) mhm .",3715,3717
"1184A3F56BB40","NCCU-TM025-CN-FM_Ryan",629,"M:","323","591","(...) mhm .",3718,3720
"735BE2432F88","NCCU-TM025-CN-FM_Ryan",630,"F:","324","592","(...) 好 想 來 學習 黏 假 睫毛 喔 .",3721,3730
"1C45E65659727","NCCU-TM025-CN-FM_Ryan",631,"M:","325","593","(...) 沒有 必要 吧 .",3731,3735
"79AA295AB1F","NCCU-TM025-CN-FM_Ryan",632,"F:","326","594","(.) 最近 就 很 想 學 啊 .",3736,3743
"CCF4AE37A3EA","NCCU-TM025-CN-FM_Ryan",633,"F:","326","595","(.) 不 知道 為[什麼] .",3744,3748
"22C879B616CD4","NCCU-TM025-CN-FM_Ryan",634,"M:","327","596","[沒有] 妳 已經 想 很 久 了 .",3749,3756
"8B217B3C1114","NCCU-TM025-CN-FM_Ryan",635,"F:","328","597","(...) 對 啊 .",3757,3760
"1F2D79540E954","NCCU-TM025-CN-FM_Ryan",636,"F:","328","598","(.) 可是 都 ,",3761,3764
"3045B72FDD224","NCCU-TM025-CN-FM_Ryan",637,"F:","328","599","(...) 啊 我 這 人 就 想 很多 ,",3765,3773
"1B92B4368140F","NCCU-TM025-CN-FM_Ryan",638,"F:","328","599","想到 說 <L3 hunh L3> 如果 黏 假 睫毛 ,",3774,3783
"22100F1EDC6E2","NCCU-TM025-CN-FM_Ryan",639,"F:","328","599","到 時候 會 不 會 真 睫毛 也 都 掉 光光 .",3784,3795
"1A90DC19CA6AD","NCCU-TM025-CN-FM_Ryan",640,"M:","329","600","(.) 會 .",3796,3798
"FF53BBDEEF1","NCCU-TM025-CN-FM_Ryan",641,"F:","330","601","(...) 現在 有 種 保養 的 東西 叫 睫毛 增生 液 ,",3799,3810
"358D584849850","NCCU-TM025-CN-FM_Ryan",642,"F:","330","602","(...) 你 知道 嗎 .",3811,3815
"1B6821E5F4185","NCCU-TM025-CN-FM_Ryan",643,"F:","330","603","(.) 就是 保護 [2睫 -2] --",3816,3821
"1BD59B7F5B782","NCCU-TM025-CN-FM_Ryan",644,"M:","331","604","[2那 你2] 為什麼 要 黏 一 個 東西 ,",3822,3830
"19363FEF0DE26","NCCU-TM025-CN-FM_Ryan",645,"M:","331","604","讓 妳 會 掉 .",3831,3835
"32458D671D39","NCCU-TM025-CN-FM_Ryan",646,"M:","331","605","(.) 然後 再 去 塗 一 個 東西 讓 妳 會長 .",3836,3847
"24DD6BA2C5138","NCCU-TM025-CN-FM_Ryan",647,"F:","332","606","(.) @ 唉呦 .",3848,3851
"1499F86203D07","NCCU-TM025-CN-FM_Ryan",648,"F:","332","607","(...) 可 人家 說 ,",3852,3856
"3441A3A5763F0","NCCU-TM025-CN-FM_Ryan",649,"F:","332","608","(...) 戴 上 假 睫毛 ,",3857,3862
"1B9A0F1164300","NCCU-TM025-CN-FM_Ryan",650,"F:","332","609","(...) 整個 人 ,",3863,3866
"1D3404FCB5EF8","NCCU-TM025-CN-FM_Ryan",651,"F:","332","609","都 ,",3867,3868
"200FDD9C582BA","NCCU-TM025-CN-FM_Ryan",652,"F:","332","609","散發 出 不同 的 光采 .",3869,3874
"10A65BF259B8B","NCCU-TM025-CN-FM_Ryan",653,"M:","333","610","(...) [@=]",3875,3876
"19297AC90D8B","NCCU-TM025-CN-FM_Ryan",654,"F:","334","611","[@=]",3877,3877
"2833C21138ED8","NCCU-TM025-CN-FM_Ryan",655,"M:","335","612","(...) 你 有 看到 有 一些 那 個 (.) 網路 ,",3878,3888
"1B8D03C8B904C","NCCU-TM025-CN-FM_Ryan",656,"M:","335","614","(.) 那 個 什麼 ,",3889,3893
"383A75B8133BA","NCCU-TM025-CN-FM_Ryan",657,"M:","335","615","(...) 化妝術 .",3894,3896
"4935DCD9104A","NCCU-TM025-CN-FM_Ryan",658,"F:","336","616","(...) 喔 .",3897,3899
